time,accX,accY,accZ,ang_velX,ang_velY,ang_velZ
0,-1.0181884765625,0.0230712890625,0.0086669921875,3.23486328125,-0.91552734375,-2.0751953125
118,-1.0225830078125,0.0316162109375,0.0242919921875,3.662109375,-0.244140625,-1.5869140625
226,-1.021484375,0.0274658203125,0.008544921875,0.79345703125,-1.220703125,-0.91552734375
331,-1.0211181640625,0.0362548828125,0.0074462890625,0.8544921875,-1.28173828125,-0.8544921875
445,-1.0343017578125,0.0360107421875,-0.0133056640625,-0.3662109375,-1.64794921875,-0.3662109375
555,-1.027099609375,0.0419921875,-0.000732421875,0.732421875,0.3662109375,0.06103515625
667,-1.0224609375,0.038330078125,-0.0020751953125,2.197265625,-0.91552734375,0.06103515625
780,-1.0242919921875,0.0428466796875,-0.0035400390625,-0.48828125,-0.18310546875,1.15966796875
895,-1.0205078125,0.0394287109375,0.0006103515625,-0.18310546875,-0.91552734375,0.18310546875
1009,-1.02490234375,0.035400390625,0.003662109375,2.01416015625,-1.3427734375,-0.30517578125
1121,-1.026123046875,0.03564453125,0.0,2.13623046875,-1.3427734375,-0.6103515625
1229,-0.99951171875,0.0125732421875,0.0098876953125,2.99072265625,-2.685546875,-0.06103515625
1349,-1.0284423828125,0.08056640625,-0.0023193359375,-12.51220703125,-2.01416015625,-0.42724609375
1462,-1.0501708984375,0.025634765625,-0.027587890625,-9.94873046875,-8.1787109375,-3.41796875
1571,-1.014892578125,0.093994140625,0.010986328125,-1.03759765625,-20.99609375,-17.76123046875
1680,-1.0484619140625,0.1094970703125,-0.119873046875,-10.92529296875,-55.419921875,-28.25927734375
1797,-1.2503662109375,0.44189453125,-0.0068359375,12.0849609375,-89.84375,-60.24169921875
1911,-1.5413818359375,-0.5938720703125,-0.4825439453125,-117.67578125,-130.0048828125,-7.14111328125
2014,-0.5682373046875,0.1119384765625,0.431640625,-120.1171875,40.10009765625,23.62060546875
2132,-0.845703125,0.19970703125,0.0301513671875,-52.490234375,213.92822265625,-21.240234375
2246,-2.0924072265625,-0.14990234375,-0.8026123046875,-14.09912109375,288.6962890625,-45.0439453125
2357,-0.7894287109375,-0.3880615234375,-1.6668701171875,-174.62158203125,-88.07373046875,55.48095703125
2471,-0.8050537109375,-0.12646484375,0.2186279296875,26.67236328125,-47.2412109375,43.27392578125
2580,-1.0086669921875,-0.0396728515625,0.109130859375,10.43701171875,-49.9267578125,20.1416015625
2695,-1.065185546875,0.0242919921875,-0.0057373046875,13.48876953125,-67.5048828125,19.53125
2812,-1.107421875,-0.0667724609375,-0.1153564453125,30.33447265625,-97.65625,21.97265625
2921,-1.6304931640625,0.179931640625,-0.0579833984375,30.70068359375,-144.6533203125,11.474609375
3145,-0.8975830078125,-0.0341796875,0.5277099609375,48.64501953125,94.6044921875,26.42822265625
