time,accX,accY,accZ,ang_velX,ang_velY,ang_velZ
0,-1.1033935546875,0.5355224609375,-0.042236328125,36.80419921875,-62.1337890625,49.1943359375
280,-1.1064453125,-0.0164794921875,0.01611328125,19.1650390625,-75.25634765625,12.3291015625
445,-1.6177978515625,0.3094482421875,0.029052734375,0.91552734375,-146.05712890625,5.37109375
558,-1.88427734375,-0.660888671875,-0.8992919921875,-11.41357421875,-208.43505859375,67.44384765625
668,-0.6605224609375,-0.34765625,0.388916015625,-148.62060546875,97.65625,17.15087890625
951,-1.506591796875,-0.6124267578125,-1.5814208984375,-68.359375,226.37939453125,-42.17529296875
1120,-1.2032470703125,0.0823974609375,-0.0721435546875,8.23974609375,-70.12939453125,40.83251953125
1346,-0.8951416015625,-0.2110595703125,0.2249755859375,-2.86865234375,-33.63037109375,14.16015625
1455,-1.09814453125,-0.046630859375,-0.0015869140625,36.31591796875,-84.89990234375,16.54052734375
1569,-1.3504638671875,0.0546875,-0.154052734375,31.6162109375,-145.20263671875,14.6484375
1740,-2.2806396484375,-0.0843505859375,-0.266845703125,20.08056640625,-158.14208984375,55.23681640625
2016,-2.162109375,-0.1678466796875,-1.0341796875,38.4521484375,285.888671875,-82.21435546875
2130,-0.6129150390625,-0.9820556640625,-2.1026611328125,-124.51171875,-59.14306640625,51.94091796875
2247,-1.5179443359375,-0.8377685546875,-0.3966064453125,73.42529296875,-80.2001953125,72.93701171875
2360,-1.00732421875,-0.08984375,0.2572021484375,9.521484375,-52.8564453125,29.23583984375
2472,-0.9532470703125,-0.004638671875,0.1790771484375,2.13623046875,-75.25634765625,15.5029296875
2584,-1.0823974609375,-0.098876953125,0.0010986328125,20.32470703125,-80.50537109375,20.5078125
2807,-1.7166748046875,0.0560302734375,1.006103515625,129.7607421875,-153.9306640625,29.1748046875
2977,-1.0677490234375,0.0765380859375,-0.1304931640625,-15.19775390625,259.27734375,-70.98388671875
3145,-1.91650390625,-0.033447265625,-0.526611328125,8.6669921875,310.1806640625,-86.48681640625
3259,-0.5760498046875,-0.892822265625,-2.4990234375,-127.74658203125,-2.25830078125,31.43310546875
3373,-1.2823486328125,-0.5654296875,-0.42236328125,53.77197265625,-75.86669921875,59.326171875
3482,-0.994873046875,-0.068115234375,0.3211669921875,32.470703125,-54.38232421875,27.40478515625
3599,-1.008056640625,-0.06201171875,0.041015625,17.08984375,-65.673828125,12.5732421875
3931,-1.2808837890625,-1.4930419921875,-0.365478515625,98.876953125,-158.8134765625,53.28369140625
4216,-1.1861572265625,-0.0185546875,-0.2076416015625,-53.40576171875,252.50244140625,-123.4130859375
4328,-2.17626953125,-0.22607421875,-0.8572998046875,33.63037109375,283.8134765625,-88.07373046875
4440,-0.8167724609375,-0.5367431640625,-1.6990966796875,-87.95166015625,-84.16748046875,53.16162109375
4604,-1.3023681640625,0.1558837890625,-0.0797119140625,39.85595703125,-55.72509765625,37.4755859375
4834,-1.06494140625,0.0015869140625,-0.0283203125,17.51708984375,-75.8056640625,17.88330078125
4945,-1.2353515625,0.1484375,-0.0794677734375,26.123046875,-136.962890625,23.92578125
5282,-0.7308349609375,0.203369140625,0.0283203125,-74.3408203125,184.99755859375,-23.3154296875
5396,-1.3251953125,0.2740478515625,-0.239013671875,27.7099609375,287.59765625,-83.43505859375
5507,-1.9569091796875,-0.0076904296875,-1.7291259765625,39.6728515625,244.2626953125,-61.09619140625
5620,-1.2890625,0.092041015625,-0.297607421875,59.814453125,-125.42724609375,59.26513671875
5959,-0.9837646484375,-0.050537109375,0.0703125,2.01416015625,-65.49072265625,10.55908203125
