time,accX,accY,accZ,ang_velX,ang_velY,ang_velZ
0,-1.01171875,-0.161376953125,-0.1148681640625,1.64794921875,3.72314453125,1.03759765625
125,-1.019287109375,-0.1719970703125,-0.0692138671875,0.0,6.9580078125,2.197265625
402,-0.99951171875,-0.167724609375,-0.0760498046875,-0.06103515625,-3.84521484375,0.3662109375
511,-1.0006103515625,-0.1822509765625,-0.0826416015625,-4.2724609375,-0.3662109375,3.47900390625
667,-0.9989013671875,-0.19873046875,-0.063232421875,-4.45556640625,-3.173828125,1.77001953125
839,-1.0108642578125,-0.1490478515625,-0.101806640625,-8.7890625,-9.27734375,-1.5869140625
949,-1.025390625,-0.15087890625,-0.12109375,-8.30078125,-4.82177734375,-0.3662109375
1073,-0.9600830078125,-0.244384765625,-0.0565185546875,0.54931640625,-5.0048828125,-2.99072265625
1183,-1.0142822265625,-0.153076171875,-0.13525390625,-1.220703125,-17.39501953125,-10.7421875
1292,-0.9796142578125,-0.153076171875,-0.1431884765625,6.65283203125,-21.05712890625,-18.310546875
1402,-1.037841796875,-0.0755615234375,-0.1851806640625,34.0576171875,-34.5458984375,-39.1845703125
1511,-1.5101318359375,0.24755859375,-0.10693359375,45.71533203125,-62.744140625,-57.92236328125
1636,-1.0213623046875,-0.5255126953125,-0.515625,-93.56689453125,-115.05126953125,-45.95947265625
1741,-0.4857177734375,-0.3106689453125,0.041015625,-31.55517578125,0.1220703125,17.9443359375
1852,-0.8076171875,-0.0203857421875,0.052001953125,29.47998046875,135.07080078125,36.68212890625
1976,-1.799560546875,-0.226318359375,-0.228271484375,-33.8134765625,219.970703125,89.4775390625
2086,-0.6568603515625,0.2503662109375,-1.0596923828125,45.10498046875,-36.2548828125,15.07568359375
2195,-1.3878173828125,-1.225341796875,-1.1890869140625,-192.7490234375,-157.2265625,-30.6396484375
2305,-1.263671875,0.039794921875,-0.113037109375,98.6328125,-45.8984375,4.82177734375
2414,-1.049072265625,-0.1475830078125,-0.2181396484375,-17.2119140625,-27.77099609375,10.3759765625
2526,-1.000244140625,-0.3048095703125,-0.1204833984375,-10.19287109375,-7.14111328125,3.72314453125
2699,-1.0771484375,-0.2965087890625,-0.287841796875,22.94921875,-114.1357421875,-21.97265625
2872,-2.016845703125,-0.1346435546875,-0.3223876953125,-143.98193359375,-186.58447265625,-22.705078125
3090,-1.2392578125,-0.146240234375,0.04345703125,34.1796875,334.89990234375,15.93017578125
3264,-0.5455322265625,0.3167724609375,-2.142333984375,75.13427734375,-58.28857421875,25.69580078125
3373,-1.2313232421875,1.031005859375,-1.24267578125,-241.69921875,-191.10107421875,-21.05712890625
3482,-1.0584716796875,-0.205078125,-0.180908203125,-29.052734375,-71.044921875,6.04248046875
3600,-0.9661865234375,-0.201904296875,-0.2236328125,9.765625,-4.94384765625,2.86865234375
3711,-0.865966796875,-0.13134765625,-0.1080322265625,13.36669921875,-29.23583984375,8.60595703125
3827,-1.4906005859375,-0.0006103515625,-0.2181396484375,14.34326171875,-132.75146484375,-26.06201171875
4157,-0.5772705078125,-0.1168212890625,0.0408935546875,6.4697265625,248.4130859375,11.23046875
4281,-2.7564697265625,-0.3309326171875,-0.705078125,-72.69287109375,349.2431640625,87.82958984375
4384,-0.54833984375,0.2283935546875,-2.0556640625,63.8427734375,-37.29248046875,29.9072265625
4495,-2.6856689453125,1.3092041015625,-0.3487548828125,-373.84033203125,-206.60400390625,-15.56396484375
4619,-1.2119140625,-0.5501708984375,-0.30517578125,32.1044921875,-65.3076171875,8.97216796875
4776,-0.78076171875,-0.1746826171875,-0.031005859375,29.60205078125,-26.55029296875,10.68115234375
4900,-1.03173828125,-0.1357421875,-0.1746826171875,41.80908203125,-99.12109375,-11.16943359375
5010,-1.2989501953125,-1.9000244140625,-0.1708984375,261.29150390625,-148.86474609375,10.986328125
5229,-0.32275390625,-0.0799560546875,0.0802001953125,-74.15771484375,143.6767578125,10.7421875
5401,-2.380126953125,-0.2371826171875,-0.32666015625,-15.93017578125,365.234375,76.84326171875
5510,-0.535888671875,0.4381103515625,-2.27392578125,18.5546875,-23.74267578125,15.19775390625
5619,-0.940673828125,0.8009033203125,-0.305908203125,47.66845703125,-75.74462890625,-17.63916015625
5799,-0.94970703125,-0.1556396484375,-0.11962890625,20.99609375,-6.77490234375,8.48388671875
5910,-0.9505615234375,-0.1229248046875,-0.072998046875,16.41845703125,-26.91650390625,5.7373046875
6020,-1.0804443359375,-0.2542724609375,-0.14013671875,16.17431640625,-85.205078125,-8.544921875
6128,-1.9881591796875,0.0264892578125,-0.0162353515625,61.1572265625,-151.0009765625,-30.09033203125
6238,-1.91162109375,-0.090087890625,-1.1688232421875,-190.36865234375,-229.30908203125,-23.37646484375
6363,-0.169189453125,-0.1910400390625,0.331787109375,-44.86083984375,97.71728515625,11.1083984375
6519,-2.81787109375,-0.6376953125,-1.0142822265625,-93.44482421875,316.40625,82.3974609375
6644,-0.90087890625,-0.1259765625,-1.69580078125,96.98486328125,-114.3798828125,1.03759765625
6754,-0.550048828125,0.8936767578125,-1.0108642578125,-107.2998046875,-197.265625,30.57861328125
6863,-1.0413818359375,-0.01904296875,-0.2919921875,-64.75830078125,-49.4384765625,3.2958984375
6972,-0.9041748046875,-0.3587646484375,-0.135986328125,36.92626953125,-0.06103515625,4.638671875
7092,-0.6912841796875,-0.2061767578125,0.0362548828125,44.921875,-29.11376953125,10.31494140625
7202,-1.036376953125,-0.113037109375,-0.181884765625,39.24560546875,-105.52978515625,-16.05224609375
7312,-3.0574951171875,0.3394775390625,0.7677001953125,55.96923828125,-178.77197265625,-34.85107421875
7484,-0.24267578125,-0.2139892578125,-0.0631103515625,-68.84765625,148.01025390625,23.62060546875
7593,-1.114013671875,-0.2391357421875,-0.1361083984375,17.76123046875,307.06787109375,37.9638671875
7703,-1.7440185546875,0.1474609375,-1.416259765625,-49.31640625,231.14013671875,68.115234375
7827,-2.9814453125,-0.7525634765625,0.42333984375,531.55517578125,-59.5703125,6.40869140625
7928,-0.6680908203125,0.47802734375,-0.1788330078125,92.1630859375,-81.11572265625,-1.03759765625
8209,-0.8690185546875,-0.174072265625,-0.0706787109375,21.1181640625,-31.06689453125,5.615234375
8319,-1.3427734375,-0.2080078125,-0.2747802734375,30.82275390625,-125.42724609375,-29.78515625
8449,-1.236083984375,-1.813720703125,0.226318359375,273.4375,-143.73779296875,-1.3427734375
8549,-0.118896484375,-0.368896484375,0.1448974609375,76.72119140625,12.451171875,16.29638671875
8660,-0.502685546875,-0.0350341796875,-0.0086669921875,-15.07568359375,236.63330078125,4.21142578125
8784,-2.4473876953125,-0.3544921875,-0.41015625,8.056640625,372.55859375,61.767578125
8886,-0.732421875,0.464599609375,-2.5052490234375,4.08935546875,1.708984375,34.5458984375
8997,-1.8294677734375,-0.93359375,-2.4278564453125,-487.12158203125,-272.88818359375,-21.240234375
9106,-1.2669677734375,-0.5504150390625,-0.2471923828125,96.61865234375,-83.1298828125,15.2587890625
9231,-0.9576416015625,-0.2969970703125,-0.2237548828125,15.19775390625,-3.662109375,-1.15966796875
9450,-1.2059326171875,0.0167236328125,-0.30712890625,44.0673828125,-105.52978515625,-12.26806640625
9621,-2.341796875,0.0364990234375,-0.714599609375,-231.87255859375,-215.51513671875,-29.96826171875
9731,-0.2476806640625,-0.30419921875,0.3372802734375,8.30078125,95.21484375,23.13232421875
9848,-0.8211669921875,-0.1956787109375,0.02197265625,7.87353515625,287.353515625,31.06689453125
9960,-2.425048828125,-0.3843994140625,-1.1673583984375,-82.8857421875,306.33544921875,70.3125
10078,-0.947265625,-0.1888427734375,-1.5125732421875,70.98388671875,-123.046875,4.7607421875
10187,-1.464599609375,-0.5654296875,-0.389404296875,151.123046875,-58.10546875,16.78466796875
10291,-1.0823974609375,-0.081298828125,-0.175048828125,-6.8359375,-13.73291015625,5.55419921875
10415,-0.94921875,-0.1671142578125,-0.136962890625,3.23486328125,-10.7421875,4.21142578125
10517,-0.9525146484375,-0.4293212890625,-0.0631103515625,4.8828125,-68.84765625,-5.7373046875
10691,-2.340576171875,0.04736328125,0.232666015625,57.31201171875,-160.7666015625,-30.029296875
10800,-1.697509765625,0.243408203125,-0.3592529296875,-80.6884765625,-105.95703125,-22.39990234375
10909,-0.2794189453125,-0.1705322265625,0.0758056640625,-54.87060546875,129.21142578125,12.26806640625
11034,-0.9482421875,-0.207763671875,-0.0118408203125,2.38037109375,309.26513671875,17.7001953125
11143,-0.5118408203125,0.5545654296875,-2.520263671875,-85.3271484375,28.564453125,22.27783203125
11248,-2.5374755859375,-0.28271484375,-1.1536865234375,-354.79736328125,-283.14208984375,27.7099609375
11359,-1.5203857421875,-0.529052734375,-0.2379150390625,105.65185546875,-60.302734375,19.04296875
11484,-0.9725341796875,-0.102294921875,-0.1746826171875,6.04248046875,-4.69970703125,7.14111328125
11593,-1.02001953125,-0.0816650390625,-0.130859375,4.94384765625,-13.18359375,5.4931640625
11703,-1.06396484375,-0.287353515625,-0.141357421875,11.1083984375,-86.3037109375,-10.68115234375
11812,-1.9652099609375,-0.179443359375,-0.01806640625,30.76171875,-152.7099609375,-31.06689453125
11921,-0.9310302734375,-0.3516845703125,-1.1925048828125,-161.4990234375,-192.626953125,-17.2119140625
12046,-0.4404296875,0.0177001953125,-0.0855712890625,-59.5703125,187.255859375,15.9912109375
12155,-1.5965576171875,-0.228515625,-0.0994873046875,15.5029296875,336.36474609375,46.5087890625
12265,-0.3525390625,-0.0078125,-2.5518798828125,-96.86279296875,120.66650390625,68.2373046875
12374,-0.484619140625,-2.23046875,-2.1417236328125,-332.21435546875,-197.265625,-39.1845703125
12542,-1.0775146484375,-0.0797119140625,-0.3583984375,-43.0908203125,-60.9130859375,5.7373046875
12653,-0.9388427734375,-0.3228759765625,-0.22021484375,16.11328125,1.28173828125,7.080078125
12826,-1.01171875,-0.3856201171875,-0.0911865234375,3.90625,-70.1904296875,-7.6904296875
12935,-3.1019287109375,0.187255859375,0.97314453125,93.07861328125,-187.3779296875,-22.94921875
13059,-1.08984375,0.069580078125,-0.489013671875,23.8037109375,-74.15771484375,-30.76171875
13169,-0.3695068359375,-0.109619140625,-0.1463623046875,-74.76806640625,171.69189453125,4.2724609375
13278,-1.3154296875,-0.23046875,-0.090576171875,4.0283203125,324.462890625,24.47509765625
13388,-0.66357421875,-0.609619140625,-2.2672119140625,-63.4765625,189.02587890625,72.1435546875
13497,-2.648681640625,-0.736083984375,0.59619140625,397.3388671875,-83.6181640625,-11.5966796875
13621,-1.343505859375,0.3870849609375,-0.3070068359375,150.08544921875,-70.556640625,1.40380859375
13731,-1.09423828125,-0.1763916015625,-0.302734375,-27.099609375,-34.912109375,2.01416015625
13848,-0.9600830078125,-0.1103515625,-0.155517578125,9.1552734375,-18.00537109375,4.2724609375
13957,-1.1138916015625,-0.1024169921875,-0.1845703125,10.8642578125,-93.68896484375,-12.5732421875
14069,-3.4273681640625,0.3953857421875,0.8128662109375,50.72021484375,-200.50048828125,-19.47021484375
14178,-1.2493896484375,0.44384765625,-0.038818359375,-29.96826171875,-80.87158203125,-6.34765625
14288,-0.3880615234375,-0.1490478515625,-0.0693359375,-95.88623046875,175.35400390625,8.7890625
14397,-1.4859619140625,-0.2230224609375,-0.0892333984375,22.216796875,328.67431640625,31.73828125
14521,-0.8055419921875,-0.1007080078125,-1.4786376953125,-64.14794921875,188.720703125,67.5048828125
14625,-2.41455078125,-2.1859130859375,-0.659912109375,305.419921875,-104.18701171875,-0.732421875
14736,-0.929443359375,0.1903076171875,-0.170654296875,-72.69287109375,-71.2890625,1.46484375
14846,-0.9521484375,-0.2154541015625,-0.2550048828125,12.14599609375,-2.9296875,7.99560546875
14970,-0.9029541015625,-0.07470703125,-0.1290283203125,28.6865234375,-26.0009765625,8.056640625
15080,-1.1064453125,-0.1357421875,-0.1734619140625,24.10888671875,-101.9287109375,-17.27294921875
15251,-1.8111572265625,-0.8336181640625,-1.1353759765625,-192.9931640625,-218.56689453125,-29.78515625
15355,-0.0189208984375,-0.324462890625,0.306884765625,11.8408203125,89.90478515625,67.2607421875
15466,-0.83544921875,-0.0001220703125,-0.0186767578125,15.9912109375,275.7568359375,62.07275390625
15590,-2.702392578125,-0.2989501953125,-0.94189453125,-112.36572265625,302.3681640625,45.83740234375
